what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1366813817078
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1366813818125
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1366813818390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1366813820140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1366813829281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1366813830953
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1366813836828
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1366813837171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813847875
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813869359
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1366813870453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813873765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1366813873953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813875046
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1366813875187
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1366813875312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813876171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813879281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1366813880687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813881453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813884265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1366813885625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813886562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813889859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1366813890796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813892156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813895937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1366813896437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813897312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813901609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1366813902281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1366813907203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813908421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813911531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813916515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813918609
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openSearchDialog",1366813918625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1366813920781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813925328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813929875
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openSearchDialog",1366813929890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813936218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1366813936250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1366813937734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813941093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1366813943156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1366813953281
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1366813953687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813956531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1366813957125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813958234
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1366813958390
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1366813958500
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1366813961015
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1366813961312
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1366813963890
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1366813964578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813967359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1366813968250
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1366813969437
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1366813969578
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1366813969750
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1366813971343
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1366813971578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1366813986171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1366814002953
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1366814004140
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1366814004406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1366814006187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1366814008125
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1366814009968
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1366814010218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1366814013484
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1366814016531
